"","year","month","day","hour","P1.Sex","P2.Sex","Day.of.Week","Manner.of.Collision","First.Harmful.Event.Location","First.Harmful.Event","Ambient.Light","Weather.Condition.1","Weather.Condition.2","Traffic.Control.Device.Type","Traffic.Control.Device.Functionality","Road.Surface.Condition","Roadway.Junction.Type","Trafficway.Description","Street.or.Intersection","Intersection.Direction.1","Intersection.Direction.2","Street.Direction","v1.State.Code","V1.Hit.and.Run","V1.Action.Prior.to.Crash","V1.Occupant.Count","V1.Most.Damaged.Area","V1.Travel.Direction","V2.State.Code","V2.Hit.and.Run","V2.Action.Prior.to.Crash","V2.Occupant.Count","V2.Most.Damaged.Area","V2.Travel.Direction","P1.Drivers.Lic.State","P1.Drivers.Lic.Class.1","P1.Veh.Owner","P2.Role","P2.Drivers.Lic.State","P2.Drivers.Lic.Class.1","P2.Veh.Owner","First.Harmful.Event.LocationNA","First.Harmful.EventNA","Weather.Condition.2NA","Traffic.Control.Device.TypeNA","Traffic.Control.Device.FunctionalityNA","Trafficway.DescriptionNA","Intersection.Direction.1NA","Intersection.Direction.2NA","Street.DirectionNA","P1.Drivers.Lic.StateNA","P1.Drivers.Lic.Class.1NA","P2.Drivers.Lic.StateNA","P2.Drivers.Lic.Class.1NA"
"910",2018,1,25,9,"FEMALE","FEMALE","Thursday","REAR-END","ROADWAY","OTHER","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","REAR CENTER",0,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,1,1,0,0,0,0,0
"911",2018,12,12,14,"FEMALE","FEMALE","Wednesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","T-INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","INTERSECTION","EASTBOUND","SOUTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,0,"MAKING U-TURN","1","LEFT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,0,0,1,0,0,0,0
"912",2018,6,2,11,"MALE","MALE","Saturday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","STOP SIGNS","NO","DRY","FOUR WAY INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","INTERSECTION","NORTHBOUND","WESTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","2","CENTER FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OCCUPANT/PASSENGER",1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,0,0,1,0,0,0,1
"913",2018,9,15,15,"MALE","FEMALE","Saturday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",0,0,"TRAVELING STRAIGHT AHEAD","more_than2","LEFT FRONT",0,1,0,"TURNING LEFT","1","RIGHT FRONT",0,0,"D, CLASS D VEHICLES",1,"OCCUPANT/PASSENGER",0,"UNKNOWN",0,0,0,1,0,1,0,0,0,1,0,0,0,0
"914",2018,9,20,0,"MALE","MALE","Thursday","ANGLE","ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,0,"PARKED","0","LEFT SIDE",0,1,"D, CLASS D VEHICLES",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,1,0,0,0,0,0
"915",2018,5,11,9,"FEMALE","MALE","Friday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","STOP SIGNS","YES","DRY","FOUR WAY INTERSECTION","ONE-WAY, NOT DIVIDED","INTERSECTION","SOUTHBOUND","WESTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","2","CENTER FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OCCUPANT/PASSENGER",1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,0,0,1,0,0,1,1
"916",2018,6,4,13,"MALE","FEMALE","Monday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","RAIN","CLEAR","NO CONTROLS","YES","WET","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","2","RIGHT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,"D, CLASS D VEHICLES",0,"OCCUPANT/PASSENGER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,0
"917",2018,7,7,13,"FEMALE","MALE","Saturday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","STOP SIGNS","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","EASTBOUND","EASTBOUND",0,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","2","LEFT FRONT",0,0,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"OTHER",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"918",2019,3,16,14,"FEMALE","FEMALE","Saturday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"BACKING","1","OTHER",0,1,0,"SLOWING OR STOPPED IN TRAFFIC","1","OTHER",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,1,0,1,0,1,1,0,0,0,0,0
"919",2019,4,1,21,"MALE","MALE","Monday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","NO CONTROLS","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","WESTBOUND","SOUTHBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","RIGHT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,0,0,1,0,0,0,0
"920",2018,10,9,9,"FEMALE","MALE","Tuesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLOUDY","CLOUDY","NO CONTROLS","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","NORTHBOUND","EASTBOUND",1,0,"TURNING LEFT","1","RIGHT REAR",0,1,0,"TURNING LEFT","1","RIGHT REAR",1,1,"D, CLASS D VEHICLES",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,0,0,1,0,0,0,1,0,0,1,1
"921",2019,2,3,11,"FEMALE","FEMALE","Sunday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","SOUTHBOUND","EASTBOUND",1,1,"TURNING RIGHT","2","RIGHT SIDE",0,1,1,"TURNING RIGHT","1","CENTER FRONT",0,1,"D, CLASS D VEHICLES",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,0,0,1,0,0,1,1
"922",2018,1,13,3,"FEMALE","MALE","Saturday","SIDESWIPE, SAME DIRECTION","ROADSIDE","COLLISION WITH PARKED MOTOR VEHICLE","DARK - LIGHTED ROADWAY","RAIN","OTHER","NO CONTROLS","YES","WET","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,0,"PARKED","0","LEFT REAR",1,1,"D, CLASS D VEHICLES",0,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,0,0,1,0,1,1,0,0,0,1,1
"923",2018,4,20,9,"FEMALE","FEMALE","Friday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","WESTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,0,"ENTERING TRAFFIC LANE","1","LEFT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,0,0,1,0,0,0,0
"924",2018,4,10,8,"FEMALE","MALE","Tuesday","SIDESWIPE, OPPOSITE DIRECTION","OUTSIDE ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DAYLIGHT","CLOUDY","CLOUDY","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",0,1,"PARKED","1","RIGHT REAR",0,1,1,"BACKING","1","OTHER",0,0,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"UNKNOWN",1,0,0,0,0,1,0,1,1,0,0,0,0,0
"925",2018,7,12,19,"MALE","MALE","Thursday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"PARKED","1","LEFT SIDE",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,1,0,1,0,1,1,0,0,0,0,0
"926",2018,1,1,5,"MALE","FEMALE","Monday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","OTHER","CLEAR","TRAFFIC CONTROL SIGNAL","YES","WET","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","SOUTHBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","REAR CENTER",0,1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,1,1,0,0,0,0,0
"927",2018,12,21,21,"FEMALE","FEMALE","Friday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DUSK","RAIN","CLEAR","NO CONTROLS","YES","WET","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","REAR CENTER",0,1,0,"TRAVELING STRAIGHT AHEAD","2","REAR CENTER",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,1,0,1,0,1,1,0,0,0,0,0
"928",2018,6,3,22,"MALE","FEMALE","Sunday","REAR-END","ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","NO CONTROLS","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","WESTBOUND","SOUTHBOUND","EASTBOUND",1,0,"MAKING U-TURN","1","RIGHT FRONT",0,1,0,"PARKED","0","LEFT REAR",1,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,0,0,1,0,0,0,0
"929",2019,4,17,18,"MALE","MALE","Wednesday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,1,"TRAVELING STRAIGHT AHEAD","1","RIGHT SIDE",0,1,1,"PARKED","0","LEFT SIDE",1,1,"D, CLASS D VEHICLES",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,1
"930",2018,7,3,11,"FEMALE","FEMALE","Tuesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","STOP SIGNS","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","SOUTHBOUND","WESTBOUND","EASTBOUND",1,0,"ENTERING TRAFFIC LANE","1","RIGHT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","2","LEFT REAR",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"931",2018,5,20,23,"MALE","MALE","Sunday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLOUDY","CLEAR","STOP SIGNS","YES","WET","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","WESTBOUND","SOUTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","more_than2","CENTER FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"932",2018,12,7,1,"MALE","MALE","Friday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","INTERSECTION","NORTHBOUND","EASTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,"UNKNOWN",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,0,0,1,0,0,0,0
"933",2017,12,11,14,"MALE","FEMALE","Monday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","INTERSECTION","WESTBOUND","SOUTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","2","RIGHT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"934",2018,9,9,16,"MALE","MALE","Sunday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","T-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,1,"TRAVELING STRAIGHT AHEAD","more_than2","CENTER FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","2","REAR CENTER",0,1,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"UNKNOWN",0,0,0,1,0,0,0,0,0,1,0,0,0,0
"935",2017,11,15,18,"MALE","FEMALE","Wednesday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","RIGHT REAR",0,1,0,"TRAVELING STRAIGHT AHEAD","2","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,0
"936",2019,2,11,18,"MALE","MALE","Monday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DUSK","CLEAR","CLEAR","NO CONTROLS","NO","DRY","T-INTERSECTION","ONE-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","NORTHBOUND","EASTBOUND",1,0,"TURNING RIGHT","1","RIGHT FRONT",0,1,0,"ENTERING TRAFFIC LANE","1","LEFT FRONT",0,1,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,0,0,0,0,0,1,1,0,0,0,0
"937",2018,4,12,20,"FEMALE","MALE","Thursday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","RAIN","CLEAR","NO CONTROLS","YES","WET","T-INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","INTERSECTION","WESTBOUND","SOUTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT REAR",0,1,0,"OTHER","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,0,0,1,0,0,0,0
"938",2019,4,19,13,"FEMALE","FEMALE","Friday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","WESTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT FRONT",0,1,0,"SLOWING OR STOPPED IN TRAFFIC","1","REAR CENTER",0,1,"D, CLASS D VEHICLES",0,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,1,1
"939",2018,1,25,16,"FEMALE","FEMALE","Thursday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DUSK","CLEAR","CLEAR","NO CONTROLS","YES","DRY","NOT AT INTERSECTION","TWO-WAY, NOT DIVIDED","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,0,"TURNING LEFT","1","LEFT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",0,"D, CLASS D VEHICLES",1,0,0,1,0,1,0,1,1,0,0,0,0,0
"940",2019,1,31,9,"FEMALE","MALE","Thursday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","STOP SIGNS","NO","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","SOUTHBOUND","EASTBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","2","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,0,0,1,0,0,0,0
"941",2018,3,14,17,"FEMALE","FEMALE","Wednesday","SIDESWIPE, SAME DIRECTION","UNKNOWN","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","SNOW","CLEAR","TRAFFIC CONTROL SIGNAL","NO","WET","Y-INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","NORTHBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT SIDE",0,1,1,"OTHER","1","RIGHT SIDE",0,1,"D, CLASS D VEHICLES",1,"UNINVOLVED OWNER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,0,0,1,0,0,1,1
"942",2018,1,31,21,"FEMALE","FEMALE","Wednesday","REAR-END","ROADWAY","COLLISION WITH PARKED MOTOR VEHICLE","OTHER","CLEAR","CLEAR","NO CONTROLS","NO","DRY","NOT AT INTERSECTION","ONE-WAY, NOT DIVIDED","NON INTERSECTION","NORTHBOUND","NORTHBOUND","NORTHBOUND",1,0,"PARKED","1","OTHER",1,1,0,"BACKING","2","OTHER",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,0,1,0,0,0,0,0
"943",2017,12,28,9,"FEMALE","MALE","Thursday","HEAD ON","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"944",2018,12,28,16,"FEMALE","FEMALE","Friday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DUSK","RAIN","CLEAR","STOP SIGNS","YES","WET","T-INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","2","RIGHT FRONT",0,1,0,"TURNING RIGHT","1","LEFT FRONT",0,1,"D, CLASS D VEHICLES",1,"OCCUPANT/PASSENGER",1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,0,0,1,0,0,0,0
"945",2018,2,25,15,"FEMALE","MALE","Sunday","SIDESWIPE, SAME DIRECTION","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DAYLIGHT","RAIN","RAIN","NO CONTROLS","YES","WET","NOT AT INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","NON INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,1,"SLOWING OR STOPPED IN TRAFFIC","1","LEFT SIDE",0,1,1,"OTHER","1","OTHER",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",1,0,0,0,0,0,0,1,1,0,0,0,0,0
"946",2018,5,12,20,"MALE","MALE","Saturday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","OTHER","RAIN","CLEAR","STOP SIGNS","YES","WET","FOUR WAY INTERSECTION","TWO-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TURNING RIGHT","2","RIGHT FRONT",0,1,0,"TRAVELING STRAIGHT AHEAD","more_than2","RIGHT SIDE",0,0,"UNKNOWN",1,"OCCUPANT/PASSENGER",0,"UNKNOWN",0,0,0,1,0,1,0,0,0,1,0,0,0,0
"947",2018,1,14,18,"MALE","FEMALE","Sunday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","FOUR WAY INTERSECTION","TWO-WAY, DIVIDED, UNPROTECTED MEDIAN","INTERSECTION","EASTBOUND","NORTHBOUND","EASTBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","LEFT SIDE",0,1,0,"TRAVELING STRAIGHT AHEAD","more_than2","RIGHT FRONT",0,1,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,1,0,0,0,1,1,1,0,0,0,0
"948",2019,2,15,20,"MALE","FEMALE","Friday","REAR-END","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","WET","FOUR WAY INTERSECTION","ONE-WAY, NOT DIVIDED","INTERSECTION","EASTBOUND","SOUTHBOUND","EASTBOUND",1,0,"SLOWING OR STOPPED IN TRAFFIC","1","REAR CENTER",0,0,0,"TRAVELING STRAIGHT AHEAD","1","CENTER FRONT",0,1,"D, CLASS D VEHICLES",1,"OPERATOR/DRIVER",0,"D, CLASS D VEHICLES",1,0,0,1,0,0,0,0,0,1,0,0,0,0
"949",2019,3,26,22,"FEMALE","MALE","Tuesday","ANGLE","ROADWAY","COLLISION WITH MOTOR VEHICLE IN TRAFFIC","DARK - LIGHTED ROADWAY","CLEAR","CLEAR","TRAFFIC CONTROL SIGNAL","YES","DRY","NOT AT INTERSECTION","TWO-WAY, DIVIDED, POSITIVE MEDIAN BARRIER","NON INTERSECTION","EASTBOUND","NORTHBOUND","NORTHBOUND",1,0,"TRAVELING STRAIGHT AHEAD","1","RIGHT FRONT",0,1,0,"OTHER","1","LEFT FRONT",0,1,"D, CLASS D VEHICLES",0,"OPERATOR/DRIVER",1,"D, CLASS D VEHICLES",0,0,0,0,0,1,0,1,1,0,0,0,0,0
